"COUNTY","CITY","ADDRESS","DATE"
"KAY"," PONCA"," PONCA CITY           277 ENLOW AVENUE                   ","2/24/2004"
"KAY"," PONCA"," PONCA CITY           509 NORTH 1ST STREET               ","2/25/2004"
"KAY"," PONCA"," PONCA CITY            5 TIMBERVIEW PL                   ","5/26/2004"
"KAY"," PONCA"," PONCA CITY            2901 RIVERVIEW W RD               ","6/30/2004"
"KAY"," PONCA"," PONCA CITY            332 OSAGE S ST 1                  ","11/3/2007"
"KAY"," PONCA"," PONCA CITY            812 GRAND W                       ","9/23/2008"
"KAY"," PONCA"," PONCA CITY            410 8TH N                         ","9/25/2008"
"KAY"," PONCA"," PONCA CITY            408 PALM N ST                     ","2/16/2009"
"KAY"," PONCA"," PONCA CITY            213 GARY W                        ","2/20/2009"
"KAY"," PONCA"," PONCA CITY            2100 UNION N ST 1201               ","4/3/2009"
"KAY"," PONCA"," PONCA CITY            5984 LAKE ROAD                     ","8/3/2009"
"KAY"," PONCA"," PONCA CITY           1000 SOUTH 5TH STREET              ","2/21/2012"
"KAY"," TONKAWA"," 1314 6TH S ST                     ","3/12/2000"
"KAY"," TONKAWA"," 312 PERRY S                       ","8/10/2003"
"KAY"," TONKAWA"," 1006 SOUTH WAVERLY STREET          ","6/27/2006"
"KINGFISHER"," DOVER"," FT OAKLAND ROAD                   ","11/20/2003"
"KINGFISHER"," DOVER"," 209 EAST LIBERTY AVENUE            ","11/20/2003"
"KINGFISHER"," HENNESSEY"," 218 SOUTH PALM STREET              ","11/8/2002"
"KIOWA"," HOBART"," 120 NORTH OSAGE STREET              ","1/5/2003"
"KIOWA"," HOBART"," 300 FRANTZ S                      ","12/13/2003"
"KIOWA"," MOUNTAIN"," MOUNTAIN PARK         9600 MAIN S                       ","1/28/2003"
"KIOWA"," MOUNTAIN"," MOUNTAIN PARK        414 NORTH 7TH STREET                ","6/8/2004"
"LATIMER"," WILBURTON"," COUNTY ROAD 290 N                ","4/12/2002"
"LATIMER"," WILBURTON"," 623 STEPHENS S                    ","4/24/2002"
"LATIMER"," WILBURTON"," 11TH W ST 113D                    ","5/1/2002"
"LATIMER"," WILBURTON"," 1501 D ST                         ","9/11/2003"
"LE"," FLORE"," 306 MAIN E                         ","1/8/2004"
"LE"," FLORE"," 1313 MAIN E                        ","8/3/2011"
"LEFLORE"," ARKOMA"," 1209 ROCK ISLAND E                ","3/10/2002"
"LEFLORE"," ARKOMA"," 402 1/2 MAIN E                    ","12/7/2002"
"LEFLORE"," CALHOUN"," 18712 HUDSON CORNER ROAD            ","4/3/2002"
"LEFLORE"," CAMERON"," 29031 CABIN LANE                    ","7/8/2003"
"LEFLORE"," CAMERON"," 20706 FIELDS LANE                  ","7/24/2003"
"LEFLORE"," HEAVENER"," 1800 SOUTH GRAY STREET             ","5/13/2001"
"LEFLORE"," HEAVENER"," 2406 PRYOR E AVE                  ","10/20/2002"
"LEFLORE"," HEAVENER"," 106 ROWE AVENUE                    ","12/5/2002"
"LEFLORE"," MUSE"," 22756 CEDAR RD                    ","12/16/2003"
"LEFLORE"," PANAMA"," 17117 SHELLEY CARLILE DRIVE        ","10/21/2000"
"LEFLORE"," PANAMA"," 739 RIVERSIDE DR                  ","6/22/2002"
"LEFLORE"," PANAMA"," 205 CHOCTAW ST                     ","9/7/2002"
"LEFLORE"," POCOLA"," 203 BLACKWELL ST                  ","5/17/2002"
"LEFLORE"," POTEAU"," 113 HICKMAN ST                    ","6/13/2002"
"LEFLORE"," POTEAU"," 601 INDIANA S ST                  ","7/17/2002"
"LEFLORE"," SHADY"," SHADY POINT           800 WASHINGTON                     ","5/4/2001"
"LEFLORE"," SHADY"," SHADY POINT           310 ILLINOIS N ST                  ","5/4/2001"
"LEFLORE"," SPIRO"," 606 MISSOURI                      ","1/31/2001"
"LEFLORE"," SPIRO"," 803 MCKENZIE W AVE                ","1/31/2001"
"LEFLORE"," SPIRO"," 1700 CENTRAL ST                   ","11/26/2002"
"LEFLORE"," SPIRO"," 704 OKLAHOMA ST                   ","1/12/2004"
"LINCOLN"," CHANDLER"," 312 MAIN N ST                     ","8/13/2010"
"LINCOLN"," WELLSTON"," 1 WAITS LANE RT 2828              ","5/23/2002"
"LINCOLN"," WELLSTON"," 1008 BIRCH AVE                     ","3/26/2014"
"LOGAN"," COYLE"," 7706 SOUTH VASSPR ROAD             ","2/21/2012"
"LOGAN"," EDMOND"," 2217 7 W ST                        ","2/8/2001"
"LOGAN"," GUTHRIE"," 707 ASH                           ","7/19/2000"
"LOGAN"," GUTHRIE"," 9520 116TH W ST                   ","12/28/2000"
"LOGAN"," GUTHRIE"," 1011 JEFFERSON E                   ","1/5/2001"
"LOGAN"," GUTHRIE"," 404 MEADOW BACK                    ","3/5/2001"
"LOGAN"," GUTHRIE"," 300 CHISOLM TRL                    ","4/4/2001"
"LOGAN"," GUTHRIE"," 1023 HARRISON E                   ","7/27/2001"
"LOGAN"," GUTHRIE"," 13200 ARMADILLO DR                ","10/6/2001"
"LOGAN"," GUTHRIE"," 3207 TWO CREEKS RD                ","6/22/2002"
"LOGAN"," GUTHRIE"," 10675 ARCADIA LN                  ","7/26/2002"
"LOGAN"," GUTHRIE"," 817 CLEVELAND E                   ","1/28/2003"
"LOGAN"," GUTHRIE"," 3701 PRAIRIE GROVE                ","8/17/2004"
"LOGAN"," GUTHRIE"," 810 PINE N ST 2                    ","9/8/2006"
"LOGAN"," LUTHER"," 1403 OKLAHOMA E                    ","6/6/2001"
"LOGAN"," MERIDIAN"," 10124 RIDGECREST RD               ","8/10/2002"
"LOGAN"," STILLWATER"," 5050 DAVID PAYNE RD               ","12/29/2000"
"LOGAN"," STILLWATER"," 3 OAK PARK                        ","5/14/2001"
"LOVE"," MARIETTA"," 2725 TRIPLETT E RD                ","9/22/2000"
"LOVE"," MARIETTA"," 13400 TUMBLEWEED TRL              ","12/9/2004"
"LOVE"," OVERBROOK"," 2500 BLACKOAK                     ","8/23/2001"
"LOVE"," OVERBROOK"," 2087 ALLEN RD                     ","8/10/2010"
"MAJOR"," CLEO"," CLEO SPRINGS         821 NORTH WENTZ STREET             ","10/23/2003"
"MARSHALL"," ENOS"," 21500 A CHARTER OAK E RD          ","1/21/2005"
"MARSHALL"," KINGSTON"," 21500 B CHARTER OAK E RD          ","5/31/2001"
"MARSHALL"," KINGSTON"," 1718 YOST E RD                    ","5/16/2003"
"MARSHALL"," KINGSTON"," 1202 DUNCAN S                     ","12/17/2004"
"MARSHALL"," KINGSTON"," 408 2ND E ST                      ","8/19/2005"
"MARSHALL"," KINGSTON"," 403 CREEK W                       ","3/24/2006"
"MARSHALL"," OAK"," OAK BROOK             1589 PIN OAK ST 17                ","3/24/2004"
"MARSHALL"," 1778"," 1778 BLACK BASS LN                ","8/22/2001"
"MAYES"," ADAIR"," 205 MAYTUBBY N                    ","5/14/2003"
"MAYES"," ADAIR"," 206 MAYTUBBY S                     ","9/3/2003"
"MAYES"," ADAIR"," 1106 GAYE ST                       ","3/3/2004"
"MAYES"," ADAIR"," 1864 TWIN OAK ST                  ","4/14/2004"
"MAYES"," CHOUTEAU"," 103 GUNTER E                      ","7/11/2003"
"MAYES"," LANGLEY"," 4005 WEST 380 ROAD                 ","8/30/2002"
"MAYES"," LOCUST"," LOCUST GROVE         109 NORTH HOWEY STREET             ","8/25/2003"
"MAYES"," LOCUST"," LOCUST GROVE         603 EAST 8TH STREET                ","3/15/2006"
"MAYES"," PRYOR"," 34203 SOUTH 4505 ROAD              ","12/26/2001"
"MAYES"," PRYOR"," 318 MAGNOLIA                      ","1/19/2002"
"MAYES"," PRYOR"," 638 EAST PAWNEE AVENUE             ","7/26/2002"
"MAYES"," PRYOR"," 407 MAYS ST                       ","5/21/2003"
"MAYES"," PRYOR"," 405 RADCLIFF E                     ","3/5/2011"
"MAYES"," SALINA"," 305 DELAWARE S ST                 ","1/24/2003"
"MAYES"," VINITA"," 28 COTTON WOOD ST                 ","1/21/2002"
"MCCLAIN"," BLANCHARD"," 210 WHITAKER N ST                 ","7/22/2000"
"MCCLAIN"," BLANCHARD"," 245 NORTH 438 ROAD                 ","1/15/2001"
"MCCLAIN"," BLANCHARD"," 5525 SOUTH 427                      ","3/7/2001"
"MCCLAIN"," COLE"," 710 SALTWELL N ST                 ","3/11/2001"
"MCCLAIN"," MAYSVILLE"," 207 COLVARD W ST                  ","12/1/2003"
"MCCLAIN"," NEWCASTLE"," 444414 CENTERLANE DR               ","5/7/2002"
"MCCLAIN"," PURCELL"," 1045 HAMOND HEIGHTS               ","2/22/2004"
"MCCURTAIN"," BROKEN"," BROKEN ARROW          223 MAIN N ST 3                   ","11/13/2001"
"MCCURTAIN"," BROKEN"," BROKEN BOW            519 BRULE W ST                    ","11/13/2001"
"MCCURTAIN"," BROKEN"," BROKEN BOW            110 BLANCHARD                     ","7/19/2002"
"MCCURTAIN"," BROKEN"," BROKEN BOW            401 HUFFMAN RD                    ","6/17/2003"
"MCCURTAIN"," BROKEN"," BROKEN BOW            109 MINOR CIRCLE                  ","9/22/2004"
"MCCURTAIN"," BROKEN"," BROKEN BOW            704 DIERKS                        ","3/17/2005"
"MCCURTAIN"," BROKEN"," BROKEN BOW            901 DIERKS N                      ","10/12/2005"
"MCCURTAIN"," BROKEN"," BROKEN BOW            409 1/2 PARK N DR                 ","4/23/2008"
"MCCURTAIN"," BROKEN"," BROKEN BOW             GIBSON RD 107                    ","9/22/2011"
"MCCURTAIN"," EAGLETOWN"," 702 CHOCTAW W                     ","10/7/2003"
"MCCURTAIN"," EAGLETOWN"," 11 VAUGHN DRIVE                     ","8/9/2004"
"MCCURTAIN"," HAWORTH"," 299 CAMP ST                       ","10/7/2002"
"MCCURTAIN"," IDABEL"," 403 OAK STREET                     ","7/13/2004"
"MCCURTAIN"," IDABEL"," 5 PARK SE DR                      ","3/30/2011"
"MCCURTAIN"," MILLERTON"," 5 PARLE SE DR                      ","3/6/2002"
"MCCURTAIN"," MT"," MT HERMAN COMMUNITY 1400 14TH SE ST                     ","10/23/2003"
"MCCURTAIN"," RINGOLD"," 14 CENTRAL N                      ","10/17/2004"
"MCCURTAIN"," RINGOLD"," 1604 HERRON ST                     ","6/1/2006"
"MCINTOSH"," EUFAULA"," 121027 S 4156 ROAD                  ","3/9/2015"
"MUSKOGEE"," FORT"," FORT GIBSON          102 2ND STREET                     ","6/28/2009"
"MUSKOGEE"," HASKELL"," 405 WEST MAPLE STREET              ","9/18/2002"
"MUSKOGEE"," HASKELL"," 317 JACKSON N ST                  ","9/29/2009"
"MUSKOGEE"," MUSKOGEE"," 1527 10 E HWY                      ","1/9/2000"
"MUSKOGEE"," MUSKOGEE"," 494 2 MILE N RD                    ","2/2/2000"
"MUSKOGEE"," MUSKOGEE"," 1430 POPLAR E SR                  ","9/26/2000"
"MUSKOGEE"," MUSKOGEE"," 715 SHADY ST                      ","11/7/2000"
"MUSKOGEE"," MUSKOGEE"," 1454 EAST POPULAR                  ","11/30/2000"
"MUSKOGEE"," MUSKOGEE"," 1107 EAST PIERCE STREET             ","5/7/2001"
"MUSKOGEE"," MUSKOGEE"," 304 SEMINOLE S ST                 ","2/20/2002"
"MUSKOGEE"," MUSKOGEE"," 502 WEST SKELLY 708                ","5/14/2002"
"MUSKOGEE"," MUSKOGEE"," 603 DAYTON ST                     ","6/22/2002"
"MUSKOGEE"," MUSKOGEE"," 2417 CHEROKEE S                    ","7/2/2002"
"MUSKOGEE"," MUSKOGEE"," 4421 DENISON ST                   ","7/10/2002"
"MUSKOGEE"," MUSKOGEE"," 1630 CENTER LN                    ","10/3/2002"
"MUSKOGEE"," MUSKOGEE"," 709 K N ST                        ","10/3/2002"
"MUSKOGEE"," MUSKOGEE"," 714 21ST S ST                     ","10/28/2002"
"MUSKOGEE"," MUSKOGEE"," 950 32ND S 205A                   ","12/20/2002"
"MUSKOGEE"," MUSKOGEE"," 1516 DENVER ST                    ","2/28/2003"
"MUSKOGEE"," MUSKOGEE"," 815 DENVER ST                      ","4/3/2003"
"MUSKOGEE"," MUSKOGEE"," 2328 FREDONIA ST                  ","4/11/2003"
"MUSKOGEE"," MUSKOGEE"," 2707 OKLAHOMA ST                  ","4/11/2003"
"MUSKOGEE"," MUSKOGEE"," 1606 CHESTNUT ST                  ","5/15/2003"
"MUSKOGEE"," MUSKOGEE"," 2000 BROCKWAY ST                  ","6/26/2003"
"MUSKOGEE"," MUSKOGEE"," 1510 ASH ST                       ","10/9/2003"
"MUSKOGEE"," MUSKOGEE"," 808 CROMWELL ST                   ","11/3/2003"
"MUSKOGEE"," MUSKOGEE"," 1932 BALTIMORE AVE                ","1/14/2004"
"MUSKOGEE"," MUSKOGEE"," 540 HARRIS W RD                   ","2/28/2004"
"MUSKOGEE"," MUSKOGEE"," 1418 CHERRY ST                     ","3/3/2004"
"MUSKOGEE"," MUSKOGEE"," 759 93RD SOUTH W ST               ","4/14/2004"
"MUSKOGEE"," MUSKOGEE"," 952 32ND S ST 28                  ","4/15/2004"
"MUSKOGEE"," MUSKOGEE"," 403 AUGUSTA W ST                  ","8/31/2004"
"MUSKOGEE"," MUSKOGEE"," 1522 CHERRY ST                    ","8/31/2004"
"MUSKOGEE"," MUSKOGEE"," 1911 24 S ST                      ","10/17/2004"
"MUSKOGEE"," MUSKOGEE"," 2705 OKLAHOMA W ST                ","11/23/2004"
"MUSKOGEE"," MUSKOGEE"," 1108 WOOD ST                       ","3/8/2005"
"MUSKOGEE"," MUSKOGEE"," 827 YORK S ST 9                   ","3/11/2005"
"MUSKOGEE"," MUSKOGEE"," 712 DAYTON ST                     ","4/19/2005"
"MUSKOGEE"," MUSKOGEE"," 214 GENEVA ST                     ","10/4/2005"
"MUSKOGEE"," MUSKOGEE"," 321 3RD S ST                      ","10/14/2005"
"MUSKOGEE"," MUSKOGEE"," 1508 CHERRY ST                     ","1/4/2006"
"MUSKOGEE"," MUSKOGEE"," 4027 OKLAHOMA                     ","1/17/2006"
"MUSKOGEE"," MUSKOGEE"," 1510 BOSTON W ST                   ","8/3/2006"
"MUSKOGEE"," MUSKOGEE"," 3231 CHEROKEE S ST 17             ","9/12/2006"
"MUSKOGEE"," MUSKOGEE"," 300 40TH N ST 411                 ","2/19/2008"
"MUSKOGEE"," MUSKOGEE"," 820 MISSOURI                       ","2/9/2009"
"MUSKOGEE"," MUSKOGEE"," 1516 DENVER W                     ","4/14/2009"
"MUSKOGEE"," MUSKOGEE"," 2129 FREDONIA                      ","5/6/2009"
"MUSKOGEE"," MUSKOGEE"," 910 OSAGE ST                      ","6/10/2009"
"MUSKOGEE"," MUSKOGEE"," 2821 WEST 39TH STREET              ","6/12/2009"
"MUSKOGEE"," MUSKOGEE"," 1814 FOX LN                       ","6/28/2009"
"MUSKOGEE"," MUSKOGEE"," 1000 23RD S                       ","9/21/2009"
"MUSKOGEE"," MUSKOGEE"," 4941 EAST 103RD ST S STREET        ","9/23/2009"
"MUSKOGEE"," MUSKOGEE"," 2110 WEST BROADWAY STREET          ","10/7/2009"
"MUSKOGEE"," MUSKOGEE"," 2120 HAYES STREET                  ","10/11/2009"
"MUSKOGEE"," MUSKOGEE"," 2129 EAST OKMULGEE AVENUE          ","11/8/2009"
"MUSKOGEE"," MUSKOGEE"," 6301 OKLAHOMA                      ","11/17/2009"
"MUSKOGEE"," MUSKOGEE"," 2200 ELMIRA STREET                 ","11/25/2009"
"MUSKOGEE"," MUSKOGEE"," 1324 SUMMIT STREET                 ","11/26/2009"
"MUSKOGEE"," MUSKOGEE"," 512 GALVESTON STREET               ","12/30/2009"
"MUSKOGEE"," MUSKOGEE"," 1708 SOUTH CHEROKEE STREET          ","1/4/2010"
"MUSKOGEE"," MUSKOGEE"," 4210 SOUTH WOODLAND ROAD           ","1/17/2010"
"MUSKOGEE"," MUSKOGEE"," 607 MARIETTA STREET                ","1/20/2010"
"MUSKOGEE"," MUSKOGEE"," 1206 EAST AUGUSTA STREET           ","1/22/2010"
"MUSKOGEE"," MUSKOGEE"," 1203 EAST BROADWAY STREET          ","2/17/2010"
"MUSKOGEE"," MUSKOGEE"," 130 EAST SMITH FERRY ROAD          ","4/14/2010"
"MUSKOGEE"," MUSKOGEE"," 628 SOUTH B STREET                 ","4/15/2010"
"MUSKOGEE"," MUSKOGEE"," 8TH SOUTH COURT STREET             ","5/31/2010"
"MUSKOGEE"," MUSKOGEE"," 3504 FONDULAC STREET               ","6/17/2010"
"MUSKOGEE"," MUSKOGEE"," 2423 CAROLYN STREET                ","6/24/2010"
"MUSKOGEE"," MUSKOGEE"," 832 SOUTH F STREET                 ","7/17/2010"
"MUSKOGEE"," MUSKOGEE"," 5207 DENISON STREET                ","7/26/2010"
"MUSKOGEE"," MUSKOGEE"," 214 GENEVA STREET                  ","7/27/2010"
"MUSKOGEE"," MUSKOGEE"," 1821 NORTH YORK STREET 1            ","8/7/2010"
"MUSKOGEE"," MUSKOGEE"," 2203 WARD STREET                    ","9/8/2010"
"MUSKOGEE"," MUSKOGEE"," 301 BALTIMORE STREET                ","9/29/2010"
"MUSKOGEE"," MUSKOGEE"," 1120 FITE STREET                    ","10/11/2010"
"MUSKOGEE"," MUSKOGEE"," 721 NORTH G STREET                  ","10/21/2010"
"MUSKOGEE"," MUSKOGEE"," 2911 SOUTH YORK                     ","10/26/2010"
"MUSKOGEE"," MUSKOGEE"," 808 HAMILTON STREET                 ","11/10/2010"
"MUSKOGEE"," MUSKOGEE"," 1706 SOUTH CHEROKEE STREET          ","11/17/2010"
"MUSKOGEE"," MUSKOGEE"," 5103 WEST BROADWAY STREET 4         ","12/8/2010"
"MUSKOGEE"," MUSKOGEE"," 911 CHOCTAW STREET                  ","12/15/2010"
"MUSKOGEE"," MUSKOGEE"," 1428 CHERRY STREET                  ","1/12/2011"
"MUSKOGEE"," MUSKOGEE"," 2423 CAROLYN AVENUE                 ","1/14/2011"
"MUSKOGEE"," MUSKOGEE"," 529 FRANKFORT                       ","1/22/2011"
"MUSKOGEE"," MUSKOGEE"," 4031 OKLAHOMA STREET                ","1/22/2011"
"MUSKOGEE"," MUSKOGEE"," 10750 WEST 43RD SOUTH STREET        ","1/25/2011"
"MUSKOGEE"," MUSKOGEE"," 2316 FREDONIA STREET                ","3/10/2011"
"MUSKOGEE"," MUSKOGEE"," 325 NORTH 7TH STREET                ","9/15/2011"
"MUSKOGEE"," MUSKOGEE"," 205 GOLF LANE                       ","9/22/2011"
"MUSKOGEE"," MUSKOGEE"," 4014 WEST 73RD STREET               ","9/25/2011"
"MUSKOGEE"," MUSKOGEE"," 725 SOUTH S 24TH ST                 ","11/4/2013"
"MUSKOGEE"," MUSKOGEE"," 2401 CHICAGO ST STREET              ","3/28/2014"
"MUSKOGEE"," OKTAHA"," 2121 NORTH MAIN STREET APT # 201    ","11/11/2009"
"MUSKOGEE"," OKTAHA"," 1015 EASTSIDE BOULEVARD             ","10/7/2010"
"MUSKOGEE"," OKTAHA"," 1611 WEST BROADWAY                  ","1/31/2011"
"MUSKOGEE"," WARNER"," 1613 DORCHESTER STREET              ","6/13/2002"
"MUSKOGEE"," WARNER"," 1613 ROCHESTER STREET               ","6/15/2010"
"MUSKOGEE"," WARNER"," 519 SOUTH CREEK STREET              ","10/6/2010"
"MUSKOGEE"," WEBBERS"," WEBBERS FALLS       1408 CALLAHAN STREET                 ","9/2/2009"
"MUSKOGEE"," WEBBERS"," WEBBERS FALLS       2420 ELGIN STREET                   ","2/25/2010"
"MUSKOGEE"," WEBBERS"," WEBBERS FALLS       109 WEST COMMERCIAL STREET           ","2/8/2012"
"NOBLE"," GLENCOE"," 2016 DENVER STREET                  ","7/25/2011"
"NOBLE"," PERRY"," 9862 SOUTH 24TH WEST STREET         ","8/17/2004"
"NOBLE"," PERRY"," 414 JACKSON                         ","12/29/2011"
"NOBLE"," RED"," RED ROCK            509 CEMETARY ROAD                   ","8/21/2010"
"NOBLE"," STILLWATER"," 408 MILLARD STREET LOT 8             ","1/5/2004"
"NOBLE"," STILLWATER"," 303 5TH AVE                         ","3/9/2011"
"NOWATA"," DELAWARE"," 1300 64 HIGHWAY 6B                   ","5/9/2010"
"OKFUSKEE"," PADEN"," 104 ALVIN ROAD                      ","12/28/2006"
"OKFUSKEE"," WELEETKA"," 912 SEMINOLE W                      ","9/8/2002"
"OKFUSKEE"," WELEETKA"," 18605 DEER RIDGE LANE                ","2/6/2003"
"OKFUSKEE"," WELEETKA"," 114 OSAGE STREET                     ","3/2/2003"
"OKLAHOMA"," ARCADIA"," 229 NORTH MAPLE                      ","9/2/2004"
"OKLAHOMA"," BETHANY"," 123 STANLEY                        ","12/15/2000"
"OKLAHOMA"," BETHANY"," 5010 RIVER N DR                     ","7/2/2001"
"OKLAHOMA"," BETHANY"," 122 CHACTAW N                      ","9/11/2004"
"OKLAHOMA"," CHOCTAW"," 9800 SKY RIDGE                     ","3/20/2002"
"OKLAHOMA"," CHOCTAW"," 13501 SOUTHEAST 29TH STREET 134     ","11/1/2012"
"OKLAHOMA"," DEL"," DEL CITY            515 SOUTHEAST CREEK AVENUE          ","2/27/2000"
"OKLAHOMA"," DEL"," DEL CITY             6214 33RD NW ST C                   ","8/4/2000"
"OKLAHOMA"," DEL"," DEL CITY             5203 MUELLER                        ","3/8/2001"
"OKLAHOMA"," DEL"," DEL CITY             6706 24TH NW ST                    ","3/28/2001"
"OKLAHOMA"," DEL"," DEL CITY             6607 32 NW                         ","3/31/2001"
"OKLAHOMA"," DEL"," DEL CITY             7223 45TH NW ST                     ","7/3/2001"
"OKLAHOMA"," DEL"," DEL CITY             4102 COUNCIL N 4                   ","8/17/2001"
"OKLAHOMA"," DEL"," DEL CITY             3108 CHOCTAW S RD                  ","10/9/2001"
"OKLAHOMA"," DEL"," DEL CITY             2808 CLARK ST                      ","1/15/2002"
"OKLAHOMA"," DEL"," DEL CITY              4720 CHOCTAW S RD                  ","5/1/2002"
"OKLAHOMA"," EDMOND"," 721 SOONER S RD                   ","12/28/2000"
"OKLAHOMA"," EDMOND"," 4304 VICKIE S                     ","1/24/2001"
"OKLAHOMA"," EDMOND"," 3029 DEL RANCHO                   ","1/23/2004"
"OKLAHOMA"," EDMOND"," 4415 1/2 RENO E                    ","7/9/2004"
"OKLAHOMA"," EDMOND"," 4748 26TH SE ST                    ","9/1/2004"
"OKLAHOMA"," EDMOND"," 1305 MALLARD DR                   ","12/21/2004"
"OKLAHOMA"," EDMOND"," 4208 28TH SE ST                   ","5/31/2006"
"OKLAHOMA"," HARRAH"," 4773 26 SE ST                     ","1/12/2001"
"OKLAHOMA"," HARRAH"," 3912 LAMAR                        ","5/17/2001"
"OKLAHOMA"," HARRAH"," 21 EASTBROOK DR                   ","3/15/2002"
"OKLAHOMA"," HARRAH"," 4409 SYCAMORE LN                  ","4/28/2002"
